row,episode,episode_step_start,episode_step_end,window_index,chunk_index,label,credit_source,policy_subtask,policy_command,relabeled_subtask,relabeled_command,n_suggested,policy_subtask_raw
302,4,1821,1830,22,2,GOOD,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
303,4,1831,1840,22,3,GOOD,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
304,4,1841,1850,22,4,GOOD,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
305,4,1851,1860,22,5,GOOD,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
306,4,1861,1870,22,6,GOOD,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
307,4,1871,1880,22,7,GOOD,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
308,4,1881,1890,22,8,GOOD,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
309,4,1891,1900,22,9,GOOD,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
310,4,1901,1910,22,10,GOOD,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
311,4,1911,1920,22,11,GOOD,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
312,4,1921,1930,22,12,GOOD,,The vehicle steadily maintains its course while accelerating normally.,maintain,"The vehicle remains stopped, steadily maintaining its position.",stop,1,<loc1022>The vehicle steadily maintains its course while accelerating normally.;<loc1021>
313,4,1931,1940,22,13,GOOD,,The vehicle steadily accelerates forward while maintaining a straight course.,accelerate,"The vehicle remains stopped, steadily maintaining its position.",stop,1,<loc1022>The vehicle steadily accelerates forward while maintaining a straight course.;<loc1021>
314,4,1941,1950,22,14,GOOD,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
315,4,1951,1960,23,0,BAD,direct,"The vehicle follows the route, steadily accelerating to drive with the target speed.",follow,"The vehicle accelerates normally, maintaining its lane to follow the route.",accelerate,1,"<loc1022>The vehicle follows the route, steadily accelerating to drive with the target speed.;<loc1021>"
316,4,1961,1970,23,1,BAD,direct,"The vehicle steadily accelerates straight ahead, following the route.",accelerate,"The vehicle accelerates normally, maintaining its lane to follow the route.",accelerate,1,"<loc1022>The vehicle steadily accelerates straight ahead, following the route.;<loc1021>"
317,4,1971,1980,23,2,BAD,precursor,The vehicle steadily accelerates to target speed while maintaining a straight course.,accelerate,The vehicle accelerates smoothly and maintains its lane to follow the route.,accelerate,1,<loc1022>The vehicle steadily accelerates to target speed while maintaining a straight course.;<loc1021>
318,4,1981,1990,23,3,BAD,direct,"The vehicle remains stopped, steadily maintaining its position.",stop,The vehicle accelerates smoothly and maintains its lane to follow the route.,accelerate,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
319,4,1991,2000,23,4,BAD,direct,"The vehicle accelerates normally from a standstill, maintaining a steady course.",accelerate,The vehicle accelerates smoothly and maintains its lane to follow the route.,accelerate,1,"<loc1022>The vehicle accelerates normally from a standstill, maintaining a steady course.;<loc1021>"
320,4,2001,2010,23,5,BAD,precursor,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle continues to accelerate smoothly, maintaining a steady course.",accelerate,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
321,4,2011,2020,23,6,BAD,direct,"The vehicle follows the route, accelerating to the speed limit with steady lane keeping.",follow,"The vehicle continues to accelerate smoothly, maintaining a steady course.",accelerate,1,"<loc1022>The vehicle follows the route, accelerating to the speed limit with steady lane keeping.;<loc1021>"
322,4,2021,2030,23,7,BAD,direct,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle continues to accelerate smoothly, maintaining a steady course.",accelerate,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
323,4,2031,2040,23,8,BAD,precursor,"The vehicle remains stopped, steadily maintaining its position.",stop,The vehicle accelerates smoothly and maintains its lane to follow the route.,accelerate,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
324,4,2041,2050,23,9,BAD,precursor,"The vehicle remains stopped, paying attention to the walker and braking if necessary.",stop,The vehicle accelerates smoothly and maintains its lane to follow the route.,accelerate,1,"<loc1022>The vehicle remains stopped, paying attention to the walker and braking if necessary.;<loc1021>"
325,4,2051,2060,23,10,BAD,direct,"The vehicle follows the route, accelerating normally to reach the speed limit with a slight course adjustment.",follow,The vehicle accelerates smoothly and maintains its lane to follow the route.,accelerate,1,"<loc1022>The vehicle follows the route, accelerating normally to reach the speed limit with a slight course adjustment.;<loc1021>"
326,4,2061,2070,23,11,BAD,direct,"The vehicle remains stopped, steadily maintaining its position.",stop,The vehicle accelerates smoothly and maintains its lane to follow the route.,accelerate,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
327,4,2071,2080,23,12,BAD,precursor,"The vehicle follows the route, maintaining a steady speed and safe following style while watching for pedestrians.",follow,"The vehicle continues to accelerate smoothly, maintaining a steady course.",accelerate,1,"<loc1022>The vehicle follows the route, maintaining a steady speed and safe following style while watching for pedestrians.;<loc1021>"
328,4,2081,2090,23,13,BAD,direct,"The vehicle follows the route, steadily maintaining a straight course while accelerating normally.",follow,"The vehicle continues to accelerate smoothly, maintaining a steady course.",accelerate,1,"<loc1022>The vehicle follows the route, steadily maintaining a straight course while accelerating normally.;<loc1021>"
329,4,2091,2100,23,14,BAD,precursor,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle continues to accelerate smoothly, maintaining a steady course.",accelerate,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
330,4,2101,2110,24,0,,,"The vehicle follows the route, accelerating normally to keep pace with the front car and monitoring a walker.",follow,,,0,"<loc1022>The vehicle follows the route, accelerating normally to keep pace with the front car and monitoring a walker.;<loc1021>"
331,4,2111,2120,24,1,GOOD,,"The vehicle follows the route, steadily accelerating while maintaining a straight course.",follow,"The vehicle accelerates steadily to follow the route, maintaining a straight course.",accelerate,1,"<loc1022>The vehicle follows the route, steadily accelerating while maintaining a straight course.;<loc1021>"
332,4,2121,2130,24,2,BAD,direct,The vehicle steadily accelerates and maintains a straight course.,accelerate,"The vehicle accelerates steadily to follow the route, maintaining a straight course.",accelerate,1,<loc1022>The vehicle steadily accelerates and maintains a straight course.;<loc1021>
333,4,2131,2140,24,3,BAD,precursor,The vehicle steadily decelerates while maintaining a straight course.,decelerate,"The vehicle accelerates steadily to follow the route, maintaining a straight course.",accelerate,1,<loc1022>The vehicle steadily decelerates while maintaining a straight course.;<loc1021>
334,4,2141,2150,24,4,BAD,precursor,"The vehicle normally follows the route, accelerating to a steady speed.",follow,"The vehicle accelerates steadily to follow the route, maintaining a straight course.",accelerate,1,"<loc1022>The vehicle normally follows the route, accelerating to a steady speed.;<loc1021>"
335,4,2151,2160,24,5,BAD,precursor,"The vehicle follows the route, accelerating normally to reach the speed limit.",follow,"The vehicle accelerates steadily to follow the route, maintaining a straight course.",accelerate,1,"<loc1022>The vehicle follows the route, accelerating normally to reach the speed limit.;<loc1021>"
336,4,2161,2170,24,6,BAD,direct,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle accelerates steadily to follow the route, maintaining a straight course.",accelerate,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
337,4,2171,2180,24,7,BAD,direct,"The vehicle accelerates normally and makes a slight adjustment to the left, then to the right.",accelerate,"The vehicle accelerates steadily to follow the route, maintaining a straight course.",accelerate,1,"<loc1022>The vehicle accelerates normally and makes a slight adjustment to the left, then to the right.;<loc1021>"
338,4,2181,2190,24,8,BAD,direct,The vehicle accelerates normally from a standstill while maintaining a steady straight course.,accelerate,"The vehicle accelerates steadily to follow the route, maintaining a straight course.",accelerate,1,<loc1022>The vehicle accelerates normally from a standstill while maintaining a steady straight course.;<loc1021>
339,4,2191,2200,24,9,BAD,direct,The vehicle steadily maintains its course while accelerating to follow the route.,maintain,"The vehicle accelerates steadily to follow the route, maintaining a straight course.",accelerate,1,<loc1022>The vehicle steadily maintains its course while accelerating to follow the route.;<loc1021>
340,4,2201,2210,24,10,BAD,direct,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle accelerates steadily to follow the route, maintaining a straight course.",accelerate,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
341,4,2211,2220,24,11,BAD,direct,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle accelerates steadily to follow the route, maintaining a straight course.",accelerate,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
342,4,2221,2230,24,12,BAD,direct,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle accelerates steadily to follow the route, maintaining a straight course.",accelerate,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
343,4,2231,2240,24,13,BAD,direct,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle accelerates steadily to follow the route, maintaining a straight course.",accelerate,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
344,4,2241,2250,24,14,BAD,direct,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle accelerates steadily to follow the route, maintaining a straight course.",accelerate,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
345,4,2251,2260,25,0,BAD,direct,"The vehicle steadily keeps its lane, accelerating normally to reach the target speed.",maintain,"The vehicle accelerates steadily to follow the route, maintaining a straight course.",accelerate,1,"<loc1022>The vehicle steadily keeps its lane, accelerating normally to reach the target speed.;<loc1021>"
346,4,2261,2270,25,1,BAD,direct,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle accelerates steadily to follow the route, maintaining a straight course.",accelerate,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
347,4,2271,2280,25,2,BAD,direct,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle normally follows the route, maintaining its speed with a steady course.",follow,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
348,4,2281,2290,25,3,BAD,direct,"The vehicle follows the route, accelerating normally to reach the speed limit with steady lane keeping.",follow,"The vehicle normally follows the route, maintaining its speed with a steady course.",follow,1,"<loc1022>The vehicle follows the route, accelerating normally to reach the speed limit with steady lane keeping.;<loc1021>"
349,4,2291,2300,25,4,BAD,direct,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle normally follows the route, maintaining its speed with a steady course.",follow,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
350,4,2301,2310,25,5,BAD,direct,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle normally follows the route, maintaining its speed with a steady course.",follow,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
351,4,2311,2320,25,6,BAD,direct,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle normally follows the route, maintaining its speed with a steady course.",follow,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
352,4,2321,2330,25,7,BAD,direct,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle normally follows the route, maintaining its speed with a steady course.",follow,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
353,4,2331,2340,25,8,BAD,direct,The vehicle accelerates normally to follow the route and maintain target speed.,accelerate,The vehicle maintains a steady speed while following the route on a straight course.,maintain,1,<loc1022>The vehicle accelerates normally to follow the route and maintain target speed.;<loc1021>
354,4,2341,2350,25,9,BAD,direct,"The vehicle follows the route, accelerating normally to the speed limit and maintaining a steady course.",follow,"The vehicle accelerates steadily to follow the route, maintaining a straight course.",accelerate,1,"<loc1022>The vehicle follows the route, accelerating normally to the speed limit and maintaining a steady course.;<loc1021>"
355,4,2351,2360,25,10,BAD,direct,"The vehicle accelerates steadily forward, maintaining a straight course.",accelerate,"The vehicle smoothly follows the route, maintaining its speed with a steady course.",follow,1,"<loc1022>The vehicle accelerates steadily forward, maintaining a straight course.;<loc1021>"
356,4,2361,2370,25,11,BAD,direct,The vehicle steadily decelerates to a stop while maintaining a straight course.,decelerate,"The vehicle smoothly follows the route, maintaining its speed with a steady course.",follow,1,<loc1022>The vehicle steadily decelerates to a stop while maintaining a straight course.;<loc1021>
357,4,2371,2380,25,12,BAD,direct,The vehicle accelerates normally to the speed limit while maintaining a steady straight course.,accelerate,"The vehicle smoothly follows the route, maintaining its speed with a steady course.",follow,1,<loc1022>The vehicle accelerates normally to the speed limit while maintaining a steady straight course.;<loc1021>
358,4,2381,2390,25,13,BAD,direct,"The vehicle follows the route, accelerating normally to reach the speed limit.",follow,"The vehicle smoothly follows the route, maintaining its speed with a steady course.",follow,1,"<loc1022>The vehicle follows the route, accelerating normally to reach the speed limit.;<loc1021>"
359,4,2391,2400,25,14,BAD,direct,The vehicle steadily decelerates to a stop while maintaining a straight course.,decelerate,"The vehicle smoothly follows the route, maintaining its speed with a steady course.",follow,1,<loc1022>The vehicle steadily decelerates to a stop while maintaining a straight course.;<loc1021>
360,4,2401,2410,26,0,BAD,direct,"The vehicle follows the route, accelerating normally to the speed limit and maintaining a steady course.",follow,"The vehicle normally follows the route, maintaining a steady speed with smooth control inputs.",follow,1,"<loc1022>The vehicle follows the route, accelerating normally to the speed limit and maintaining a steady course.;<loc1021>"
361,4,2411,2420,26,1,BAD,precursor,The vehicle steadily decelerates to a stop while maintaining a straight course.,decelerate,"The vehicle normally follows the route, maintaining a steady speed with smooth control inputs.",follow,1,<loc1022>The vehicle steadily decelerates to a stop while maintaining a straight course.;<loc1021>
362,4,2421,2430,26,2,BAD,precursor,"The vehicle normally follows the route, maintaining a steady, reduced speed with slight adjustments.",follow,"The vehicle normally follows the route, maintaining a steady speed with smooth control inputs.",follow,1,"<loc1022>The vehicle normally follows the route, maintaining a steady, reduced speed with slight adjustments.;<loc1021>"
363,4,2431,2440,26,3,BAD,precursor,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle normally follows the route, maintaining a steady speed with smooth control inputs.",follow,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
364,4,2441,2450,26,4,BAD,direct,"The vehicle steadily accelerates straight ahead, following the route as intended.",accelerate,"The vehicle normally follows the route, maintaining a steady speed with smooth control inputs.",follow,1,"<loc1022>The vehicle steadily accelerates straight ahead, following the route as intended.;<loc1021>"
365,4,2451,2460,26,5,BAD,precursor,"The vehicle accelerates normally to follow the route, maintaining a steady straight course.",accelerate,"The vehicle normally follows the route, maintaining a steady speed with smooth control inputs.",follow,1,"<loc1022>The vehicle accelerates normally to follow the route, maintaining a steady straight course.;<loc1021>"
366,4,2461,2470,26,6,BAD,precursor,"The vehicle follows the route, maintaining a steady speed with slight adjustments.",follow,"The vehicle normally follows the route, maintaining a steady speed with smooth control inputs.",follow,1,"<loc1022>The vehicle follows the route, maintaining a steady speed with slight adjustments.;<loc1021>"
367,4,2471,2480,26,7,BAD,precursor,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle normally follows the route, maintaining a steady speed with smooth control inputs.",follow,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
368,4,2481,2490,26,8,BAD,direct,"The vehicle accelerates steadily to follow the route, maintaining a straight course.",accelerate,"The vehicle normally follows the route, maintaining a steady speed with smooth control inputs.",follow,1,"<loc1022>The vehicle accelerates steadily to follow the route, maintaining a straight course.;<loc1021>"
369,4,2491,2500,26,9,BAD,precursor,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle smoothly follows the route, gradually reducing speed with steady lane keeping.",follow,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
370,4,2501,2510,26,10,BAD,precursor,"The vehicle steadily accelerates to follow the route, maintaining a straight course.",accelerate,"The vehicle smoothly follows the route, gradually reducing speed with steady lane keeping.",follow,1,"<loc1022>The vehicle steadily accelerates to follow the route, maintaining a straight course.;<loc1021>"
371,4,2511,2520,26,11,BAD,precursor,The vehicle accelerates normally to follow the route and maintain target speed.,accelerate,"The vehicle smoothly follows the route, gradually reducing speed with steady lane keeping.",follow,1,<loc1022>The vehicle accelerates normally to follow the route and maintain target speed.;<loc1021>
372,4,2521,2530,26,12,BAD,direct,"The vehicle follows the route, accelerating normally to reach the speed limit.",follow,The vehicle steadily decelerates to a stop while maintaining a straight course.,decelerate,1,"<loc1022>The vehicle follows the route, accelerating normally to reach the speed limit.;<loc1021>"
373,4,2531,2540,26,13,BAD,precursor,The vehicle steadily decelerates to a stop while maintaining a straight course.,decelerate,The vehicle steadily decelerates to a stop while maintaining a straight course.,decelerate,1,<loc1022>The vehicle steadily decelerates to a stop while maintaining a straight course.;<loc1021>
374,4,2541,2550,26,14,BAD,precursor,The vehicle accelerates to speed limit and then decelerates normally.,accelerate,The vehicle steadily decelerates to a stop while maintaining a straight course.,decelerate,1,<loc1022>The vehicle accelerates to speed limit and then decelerates normally.;<loc1021>
375,4,2551,2552,27,0,GOOD,,The vehicle steadily decelerates to a stop while maintaining a straight course.,decelerate,The vehicle steadily decelerates to a stop while maintaining a straight course.,decelerate,1,<loc1022>The vehicle steadily decelerates to a stop while maintaining a straight course.;<loc1021>
376,5,1,10,28,0,GOOD,,The vehicle accelerates normally to follow the route and reach target speed.,accelerate,"The vehicle starts smoothly from a stop, accelerating normally.",accelerate,1,<loc1022>The vehicle accelerates normally to follow the route and reach target speed.;<loc1021>
377,5,11,20,28,1,GOOD,,The vehicle accelerates normally to follow the maroon car ahead while maintaining a steady course.,accelerate,"The vehicle accelerates normally, maintaining a steady course.",accelerate,1,<loc1022>The vehicle accelerates normally to follow the maroon car ahead while maintaining a steady course.;<loc1021>
378,5,21,30,28,2,GOOD,,"The vehicle maintains a steady speed, following the route and staying behind the maroon car.",maintain,"The vehicle continues to accelerate normally, matching the speed of the vehicle ahead.",accelerate,1,"<loc1022>The vehicle maintains a steady speed, following the route and staying behind the maroon car.;<loc1021>"
379,5,31,40,28,3,,,"The vehicle maintains a steady speed while following the route, driving cautiously to avoid an accident.",maintain,,,0,"<loc1022>The vehicle maintains a steady speed while following the route, driving cautiously to avoid an accident.;<loc1021>"
380,5,41,50,28,4,,,"The vehicle follows the route, maintaining a steady speed and safe following distance.",follow,,,0,"<loc1022>The vehicle follows the route, maintaining a steady speed and safe following distance.;<loc1021>"
381,5,51,60,28,5,,,The vehicle follows the route and accelerates normally to keep pace with the maroon car ahead.,follow,,,0,<loc1022>The vehicle follows the route and accelerates normally to keep pace with the maroon car ahead.;<loc1021>
382,5,61,70,28,6,,,The vehicle maintains a steady course while decelerating cautiously to a stop.,maintain,,,0,<loc1022>The vehicle maintains a steady course while decelerating cautiously to a stop.;<loc1021>
383,5,71,80,28,7,,,"The vehicle maintains a steady speed, following the route and staying behind the front car.",maintain,,,0,"<loc1022>The vehicle maintains a steady speed, following the route and staying behind the front car.;<loc1021>"
384,5,81,90,28,8,,,"The vehicle follows the route, maintaining a steady speed and safe following distance.",follow,,,0,"<loc1022>The vehicle follows the route, maintaining a steady speed and safe following distance.;<loc1021>"
385,5,91,100,28,9,,,The vehicle accelerates normally to follow the maroon car ahead.,accelerate,,,0,<loc1022>The vehicle accelerates normally to follow the maroon car ahead.;<loc1021>
386,5,101,110,28,10,GOOD,,"The vehicle follows the route, maintaining a steady speed and safe following distance.",follow,The vehicle maintains its lane and keeps a safe following distance behind the lead vehicle.,maintain,1,"<loc1022>The vehicle follows the route, maintaining a steady speed and safe following distance.;<loc1021>"
387,5,111,120,28,11,GOOD,,"The vehicle follows the route, maintaining a steady speed with slight adjustments.",follow,The vehicle maintains a steady speed and safe following distance behind the lead vehicle.,maintain,1,"<loc1022>The vehicle follows the route, maintaining a steady speed with slight adjustments.;<loc1021>"
388,5,121,130,28,12,,,"The vehicle maintains a steady speed while following the route, staying behind the front car.",maintain,,,0,"<loc1022>The vehicle maintains a steady speed while following the route, staying behind the front car.;<loc1021>"
389,5,131,140,28,13,GOOD,,"The vehicle follows the route, maintaining reduced speed steadily behind the front car.",follow,"The vehicle continues to follow the lead car steadily, maintaining a safe gap.",follow,1,"<loc1022>The vehicle follows the route, maintaining reduced speed steadily behind the front car.;<loc1021>"
390,5,141,150,28,14,GOOD,,"The vehicle follows the route, maintaining a steady speed with slight adjustments to the left.",follow,The vehicle maintains a stable speed and follows the route steadily.,maintain,1,"<loc1022>The vehicle follows the route, maintaining a steady speed with slight adjustments to the left.;<loc1021>"
391,5,151,160,29,0,,,"The vehicle follows the route, maintaining a steady speed and safe following distance.",follow,,,0,"<loc1022>The vehicle follows the route, maintaining a steady speed and safe following distance.;<loc1021>"
392,5,161,170,29,1,,,The vehicle steadily decelerates to a stop while maintaining a straight course.,decelerate,,,0,<loc1022>The vehicle steadily decelerates to a stop while maintaining a straight course.;<loc1021>
393,5,171,180,29,2,GOOD,,"The vehicle accelerates steadily to follow the maroon car ahead, maintaining a straight course.",accelerate,"The vehicle follows the route, maintaining a steady speed with smooth lane keeping.",follow,1,"<loc1022>The vehicle accelerates steadily to follow the maroon car ahead, maintaining a straight course.;<loc1021>"
394,5,181,190,29,3,GOOD,,"The vehicle accelerates normally to follow the maroon car ahead, maintaining a steady course.",accelerate,"The vehicle follows the route, maintaining a steady speed with smooth lane keeping.",follow,1,"<loc1022>The vehicle accelerates normally to follow the maroon car ahead, maintaining a steady course.;<loc1021>"
395,5,191,200,29,4,,,"The vehicle steadily keeps its lane, following the route and maintaining speed behind the front car.",maintain,,,0,"<loc1022>The vehicle steadily keeps its lane, following the route and maintaining speed behind the front car.;<loc1021>"
396,5,201,210,29,5,,,"The vehicle follows the route, maintaining a steady speed with slight adjustments to the left.",follow,,,0,"<loc1022>The vehicle follows the route, maintaining a steady speed with slight adjustments to the left.;<loc1021>"
397,5,211,220,29,6,,,"The vehicle decelerates smoothly to stay behind the black car ahead, driving cautiously.",decelerate,,,0,"<loc1022>The vehicle decelerates smoothly to stay behind the black car ahead, driving cautiously.;<loc1021>"
398,5,221,230,29,7,BAD,precursor,"The vehicle follows the route, maintaining a steady speed and safe following distance.",follow,"The vehicle follows the route, maintaining a stable speed and a safe following distance.",follow,1,"<loc1022>The vehicle follows the route, maintaining a steady speed and safe following distance.;<loc1021>"
399,5,231,240,29,8,BAD,direct,"The vehicle maintains a reduced speed, following the route and staying behind the front car.",maintain,"The vehicle smoothly decelerates, adjusting its speed gradually to follow the route.",decelerate,1,"<loc1022>The vehicle maintains a reduced speed, following the route and staying behind the front car.;<loc1021>"
400,5,241,250,29,9,BAD,direct,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle smoothly adjusts its speed to follow the route, preparing to accelerate.",maintain,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
401,5,251,260,29,10,,,"The vehicle follows the route, maintaining a steady speed and safe following distance behind the maroon car.",follow,,,0,"<loc1022>The vehicle follows the route, maintaining a steady speed and safe following distance behind the maroon car.;<loc1021>"
402,5,261,270,29,11,,,"The vehicle follows the route, maintaining a steady speed and safe following distance.",follow,,,0,"<loc1022>The vehicle follows the route, maintaining a steady speed and safe following distance.;<loc1021>"
403,5,271,280,29,12,GOOD,,The vehicle steadily decelerates to a stop while maintaining a straight course.,decelerate,"The vehicle accelerates steadily to recover speed, maintaining smooth lane keeping.",accelerate,1,<loc1022>The vehicle steadily decelerates to a stop while maintaining a straight course.;<loc1021>
404,5,281,290,29,13,GOOD,,"The vehicle follows the route, maintaining steady speed behind the front car, driving normally.",follow,"The vehicle accelerates steadily to recover speed, maintaining smooth lane keeping.",accelerate,1,"<loc1022>The vehicle follows the route, maintaining steady speed behind the front car, driving normally.;<loc1021>"
405,5,291,300,29,14,,,"The vehicle follows the route, maintaining speed and driving steadily with minimal course adjustments.",follow,,,0,"<loc1022>The vehicle follows the route, maintaining speed and driving steadily with minimal course adjustments.;<loc1021>"
406,5,301,310,30,0,,,"The vehicle follows the route, maintaining reduced speed with a steady course.",follow,,,0,"<loc1022>The vehicle follows the route, maintaining reduced speed with a steady course.;<loc1021>"
407,5,311,320,30,1,,,"The vehicle accelerates normally to follow the route, maintaining a steady course.",accelerate,,,0,"<loc1022>The vehicle accelerates normally to follow the route, maintaining a steady course.;<loc1021>"
408,5,321,330,30,2,,,The vehicle steadily decelerates to a stop while maintaining a straight course.,decelerate,,,0,<loc1022>The vehicle steadily decelerates to a stop while maintaining a straight course.;<loc1021>
409,5,331,340,30,3,GOOD,,"The vehicle follows the route, maintaining reduced speed, and comes to an abrupt stop.",follow,The vehicle steadily decelerates to a stop while maintaining a straight course.,decelerate,1,"<loc1022>The vehicle follows the route, maintaining reduced speed, and comes to an abrupt stop.;<loc1021>"
410,5,341,350,30,4,GOOD,,The vehicle steadily decelerates to a stop while maintaining a straight course.,decelerate,The vehicle steadily decelerates to a stop while maintaining a straight course.,decelerate,1,<loc1022>The vehicle steadily decelerates to a stop while maintaining a straight course.;<loc1021>
411,5,351,360,30,5,,,The vehicle steadily decelerates to a stop while maintaining a straight course.,decelerate,,,0,<loc1022>The vehicle steadily decelerates to a stop while maintaining a straight course.;<loc1021>
412,5,361,370,30,6,,,The vehicle accelerates normally and maintains a steady straight course.,accelerate,,,0,<loc1022>The vehicle accelerates normally and maintains a steady straight course.;<loc1021>
413,5,371,380,30,7,GOOD,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped normally, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
414,5,381,390,30,8,GOOD,,"The vehicle normally follows the route, accelerating to follow the front left car.",follow,"The vehicle remains stopped normally, steadily maintaining its position.",stop,1,"<loc1022>The vehicle normally follows the route, accelerating to follow the front left car.;<loc1021>"
415,5,391,400,30,9,BAD,precursor,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped normally, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
416,5,401,410,30,10,BAD,precursor,"The vehicle follows the route, steadily maintaining its lane while stopping normally.",follow,"The vehicle remains stopped normally, steadily maintaining its position.",stop,1,"<loc1022>The vehicle follows the route, steadily maintaining its lane while stopping normally.;<loc1021>"
417,5,411,420,30,11,BAD,direct,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped normally, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
